DIFF,AREA_ID
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
9.00,6
9.00,8
9.00,8
8.00,8
8.00,8
8.00,6
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,4
7.00,8
7.00,8
7.00,8
7.00,4
6.00,8
6.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,4
1.00,8
1.00,4
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
0.00,8
0.00,8
0.00,8
0.00,8
0.00,8
0.00,8
0.00,8
0.00,8
0.00,8
-2.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,6
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-3.00,8
-4.00,8
-11.00,8
-12.00,8
-29.00,5
-29.00,3
-30.00,8
-31.00,7
-37.00,2
-37.00,2
-50.00,9
-53.00,1
-55.00,12
-55.00,8
-55.00,5
-79.00,8
-88.00,8
-89.00,8
-107.00,8
-108.00,8
-108.00,8
-108.00,8
-108.00,8
-108.00,8
-108.00,8
-109.00,8
-116.00,8
66.00,8
66.00,8
66.00,8
65.00,8
65.00,8
64.00,8
63.00,8
60.00,8
35.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
33.00,8
32.00,8
32.00,8
32.00,8
32.00,8
28.00,6
40.00,8
36.00,8
33.00,8
32.00,8
32.00,6
28.00,8
28.00,8
25.00,6
24.00,8
24.00,8
24.00,8
24.00,8
23.00,8
23.00,8
23.00,8
23.00,8
23.00,8
23.00,8
23.00,8
23.00,8
23.00,8
22.00,8
19.00,8
18.00,8
18.00,8
18.00,8
18.00,7
18.00,4
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,6
17.00,4
17.00,8
17.00,8
16.00,6
16.00,6
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,6
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
11.00,6
9.00,8
9.00,8
9.00,8
9.00,6
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
8.00,6
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,4
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
4.00,8
4.00,8
4.00,8
4.00,4
2.00,8
0.00,8
-11.00,8
-13.00,8
-21.00,7
-24.00,3
-31.00,2
-31.00,2
-54.00,8
-54.00,12
-68.00,9
-69.00,1
80.00,8
80.00,8
79.00,8
62.00,8
56.00,8
56.00,9
53.00,8
53.00,8
52.00,8
38.00,8
37.00,8
37.00,8
37.00,8
37.00,8
37.00,8
37.00,8
37.00,8
37.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
35.00,8
35.00,8
35.00,8
44.00,8
34.00,8
34.00,8
32.00,6
30.00,8
30.00,8
29.00,8
29.00,8
28.00,6
28.00,8
23.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
19.00,8
19.00,8
18.00,12
18.00,6
18.00,6
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,6
17.00,8
17.00,8
17.00,12
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,4
17.00,6
17.00,8
16.00,8
16.00,8
15.00,6
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
11.00,8
11.00,8
10.00,8
10.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,4
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
7.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
3.00,8
2.00,4
2.00,8
2.00,8
2.00,4
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
-9.00,6
-20.00,8
-20.00,8
-24.00,5
-25.00,8
-27.00,7
-36.00,8
-38.00,2
-38.00,2
-57.00,12
-57.00,5
-57.00,8
-61.00,1
71.00,8
52.00,8
52.00,8
52.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
36.00,8
35.00,8
35.00,8
35.00,8
35.00,8
35.00,8
23.00,8
19.00,8
19.00,8
19.00,8
-34.00,8
33.00,8
32.00,8
29.00,8
29.00,8
28.00,8
27.00,8
27.00,4
27.00,8
27.00,8
27.00,6
22.00,6
22.00,8
21.00,8
21.00,8
21.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,6
17.00,8
17.00,12
17.00,8
17.00,8
17.00,6
17.00,6
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,7
17.00,12
17.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,6
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,6
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,4
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
11.00,4
11.00,8
11.00,8
11.00,8
11.00,8
10.00,8
9.00,8
7.00,8
6.00,6
6.00,8
6.00,4
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
4.00,8
4.00,8
4.00,8
1.00,8
-3.00,8
-10.00,8
-11.00,8
-21.00,5
-22.00,8
-30.00,6
-52.00,1
-52.00,9
-57.00,12
-58.00,8
-71.00,2
57.00,8
57.00,8
55.00,8
55.00,8
53.00,8
53.00,8
53.00,8
53.00,8
49.00,8
49.00,8
49.00,8
49.00,8
49.00,8
49.00,8
49.00,8
49.00,8
48.00,8
48.00,8
48.00,8
48.00,8
48.00,8
41.00,6
17.00,8
41.00,6
27.00,8
27.00,8
27.00,8
23.00,6
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
20.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
18.00,8
14.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,6
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,4
12.00,8
12.00,8
12.00,6
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,7
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,6
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,8
10.00,12
10.00,8
10.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,6
9.00,6
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
7.00,8
3.00,8
3.00,4
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,4
2.00,8
2.00,8
2.00,8
2.00,8
2.00,6
2.00,8
2.00,8
2.00,8
1.00,8
1.00,8
1.00,8
1.00,4
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
1.00,8
-1.00,8
-1.00,8
-1.00,8
-1.00,8
-1.00,4
-1.00,8
-2.00,8
-2.00,8
-2.00,8
-3.00,6
-4.00,7
-6.00,8
-12.00,8
-12.00,6
-17.00,8
-18.00,8
-19.00,8
-21.00,8
-21.00,8
-26.00,7
-27.00,1
-28.00,9
-31.00,3
-31.00,5
-31.00,8
-58.00,5
-58.00,12
-58.00,8
-117.00,8
-180.00,2
76.00,8
75.00,8
75.00,8
54.00,8
54.00,8
54.00,8
53.00,8
25.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
36.00,8
34.00,8
34.00,6
33.00,8
33.00,8
30.00,6
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
22.00,8
21.00,8
21.00,8
21.00,8
21.00,8
21.00,8
17.00,7
16.00,8
16.00,8
16.00,8
16.00,4
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,6
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
15.00,8
15.00,12
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,6
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,6
15.00,12
15.00,6
15.00,8
15.00,8
15.00,6
15.00,8
15.00,8
15.00,8
15.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,6
13.00,6
13.00,8
13.00,8
12.00,8
12.00,8
12.00,4
12.00,8
12.00,8
11.00,8
11.00,8
11.00,8
10.00,8
9.00,8
9.00,8
9.00,8
9.00,8
9.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,4
8.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,4
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
5.00,8
4.00,8
4.00,4
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,6
4.00,8
4.00,8
3.00,8
3.00,8
2.00,8
-1.00,8
-1.00,8
-5.00,8
-17.00,1
-19.00,8
-29.00,3
-29.00,7
-30.00,8
-52.00,2
-52.00,2
-54.00,8
-54.00,12
-56.00,8
-58.00,8
-70.00,9
-70.00,9
-73.00,5
71.00,8
71.00,8
71.00,8
69.00,8
68.00,8
68.00,8
66.00,8
66.00,8
66.00,8
60.00,8
47.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
41.00,8
40.00,8
40.00,8
40.00,8
40.00,8
40.00,8
23.00,8
34.00,8
34.00,12
34.00,8
33.00,12
32.00,6
28.00,8
26.00,8
26.00,8
26.00,8
24.00,6
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
19.00,8
18.00,6
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,6
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
16.00,8
16.00,7
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,8
16.00,6
15.00,8
15.00,8
15.00,8
15.00,8
15.00,7
15.00,4
15.00,8
15.00,8
15.00,8
15.00,4
15.00,8
15.00,8
15.00,8
15.00,6
15.00,6
14.00,8
13.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
11.00,8
10.00,6
8.00,8
8.00,8
8.00,4
8.00,8
8.00,8
8.00,8
8.00,8
7.00,8
7.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
6.00,8
5.00,8
5.00,6
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
5.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
3.00,8
3.00,8
2.00,8
2.00,8
2.00,8
2.00,8
2.00,4
2.00,8
2.00,8
2.00,8
2.00,6
2.00,8
1.00,8
1.00,8
1.00,8
0.00,8
0.00,8
-1.00,8
-2.00,8
-2.00,6
-6.00,8
-27.00,3
-27.00,5
-28.00,8
-30.00,7
-46.00,2
-49.00,9
-50.00,1
-51.00,9
-55.00,12
-55.00,5
-55.00,8
74.00,8
74.00,8
74.00,8
57.00,8
57.00,8
57.00,8
57.00,8
57.00,8
57.00,8
57.00,8
46.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
42.00,8
41.00,8
41.00,8
39.00,8
-7.00,8
35.00,8
34.00,8
34.00,8
34.00,8
34.00,8
32.00,6
31.00,8
31.00,8
28.00,6
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
25.00,8
24.00,8
24.00,8
24.00,8
24.00,8
24.00,8
24.00,8
21.00,6
18.00,8
18.00,8
18.00,6
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
18.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,8
17.00,4
17.00,12
17.00,8
17.00,8
17.00,6
17.00,6
17.00,8
17.00,8
17.00,12
17.00,8
17.00,8
17.00,8
17.00,12
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,8
15.00,6
15.00,6
14.00,8
14.00,8
14.00,8
14.00,8
14.00,4
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
14.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
13.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
12.00,8
11.00,8
11.00,8
11.00,4
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
11.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,4
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
8.00,8
7.00,4
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,8
7.00,4
5.00,8
5.00,8
5.00,6
5.00,8
5.00,8
5.00,8
5.00,8
4.00,4
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
4.00,8
-1.00,8
-4.00,6
-16.00,8
-17.00,8
-29.00,5
-29.00,8
-29.00,3
-30.00,7
-31.00,2
-31.00,2
-57.00,5
-58.00,8
-58.00,12
-59.00,9
-59.00,1
-59.00,9
